id	user	date	date_kind	lon	lat	accuracy	url	title	user_id	had_coord_entry
134444616	Syced	2023-07-12T15:28:38	taken	106.651261	10.749097		https://commons.wikimedia.org/?curid=134444616	File:Binh Tay market 12.jpg	27103	yes
134444643	Syced	2023-07-12T15:28:46	taken	106.651261	10.749097		https://commons.wikimedia.org/?curid=134444643	File:Binh Tay market 14.jpg	27103	yes
134444677	Syced	2023-07-12T15:32:13	taken	106.650667	10.749558		https://commons.wikimedia.org/?curid=134444677	File:Binh Tay market 16.jpg	27103	yes
192876268	饮冰室客人	2026-05-15T18:25:00	taken	120.132431	30.248411		https://commons.wikimedia.org/?curid=192876268	File:West Lake Boat.jpg	13632140	yes
134444755	Syced	2023-07-12T15:41:32	taken	106.650758	10.749928		https://commons.wikimedia.org/?curid=134444755	File:Binh Tay market 20.jpg	27103	yes
134444520	Syced	2023-07-12T15:25:37	taken	106.651414	10.749422		https://commons.wikimedia.org/?curid=134444520	File:Binh Tay market 7.jpg	27103	yes
134444398	Syced	2023-07-12T15:23:21	taken	106.651497	10.749444		https://commons.wikimedia.org/?curid=134444398	File:Binh Tay market.jpg	27103	yes
134444655	Syced	2023-07-12T15:31:58	taken	106.651056	10.749239		https://commons.wikimedia.org/?curid=134444655	File:Binh Tay market 15.jpg	27103	yes
134444705	Syced	2023-07-12T15:35:33	taken	106.650606	10.749267		https://commons.wikimedia.org/?curid=134444705	File:Binh Tay market 17.jpg	27103	yes
134444584	Syced	2023-07-12T15:26:52	taken	106.651422	10.749425		https://commons.wikimedia.org/?curid=134444584	File:Binh Tay market 10.jpg	27103	yes
134444416	Syced	2023-07-12T15:23:54	taken	106.651442	10.749419		https://commons.wikimedia.org/?curid=134444416	File:Binh Tay market 2.jpg	27103	yes
82437375	Raezin	2017-10-12T13:23:07	taken	119.282669	26.096478		https://commons.wikimedia.org/?curid=82437375	File:West Lake Fuzhou.jpg	8269371	yes
134444560	Syced	2023-07-12T15:25:41	taken	106.651414	10.749422		https://commons.wikimedia.org/?curid=134444560	File:Binh Tay market 8.jpg	27103	yes
30609437	Fredlyfish4	2014-01-02	taken	-80.851189	25.212447		https://commons.wikimedia.org/?curid=30609437	File:West Lake Everglades.JPG	842412	yes
192876303	饮冰室客人	2025-07-06T16:09:31	taken	120.145417	30.240375		https://commons.wikimedia.org/?curid=192876303	File:West Lake Leifeng Pagoda.jpg	13632140	yes
